year,month,date_reported,arrest_date,borough,offense_category,offense_description,bias_motive,offense_category
2023,February,02/13/2023,02/13/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,02/19/2023,04/25/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,02/26/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,02/28/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,02/16/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,03/03/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,02/16/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,February,02/09/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/11/2019,03/11/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,March,04/01/2019,04/06/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/13/2019,09/09/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/07/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/11/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/16/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/16/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/07/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/15/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/08/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/14/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/05/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/11/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2019,March,03/22/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,March,03/13/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/10/2020,03/13/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2020,March,03/12/2020,03/14/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2020,March,03/14/2020,03/24/2021,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2020,March,09/06/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/12/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/07/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/04/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/23/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,March,03/09/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/14/2021,03/14/2021,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/18/2021,03/18/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/26/2021,03/26/2021,BRONX,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2021,March,03/12/2021,03/12/2021,BRONX,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2021,March,03/27/2021,03/27/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/30/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/12/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2021,March,03/30/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/30/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/30/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2021,March,03/20/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,March,03/29/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2022,March,07/29/2022,07/29/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2022,March,03/04/2022,03/04/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,March,03/09/2022,03/15/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-CATHOLIC,Religion/Religious Practice
2022,March,03/08/2022,04/01/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/04/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2022,March,03/22/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/09/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/19/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,March,03/08/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/31/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/10/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/15/2022,,QUEENS,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2022,March,03/23/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/20/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/24/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/13/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/07/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,March,03/04/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/15/2023,03/15/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/31/2023,03/31/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/21/2023,03/26/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/22/2023,03/26/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/24/2023,03/26/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/24/2023,03/27/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/16/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/18/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/07/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/28/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/09/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/17/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/14/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/27/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/15/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/21/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/31/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/27/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,March,03/09/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEHOVAHS WITNESS,Religion/Religious Practice
2023,March,03/10/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/06/2019,04/05/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/06/2019,04/06/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/06/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2019,April,04/07/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,April,04/16/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,April,05/01/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,April,04/12/2020,04/29/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,April,04/25/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,April,04/25/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,April,04/21/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2020,April,04/14/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2020,April,04/30/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,April,04/26/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/07/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/21/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/19/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/23/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/24/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/14/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2021,April,04/08/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,April,04/23/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2022,April,04/05/2022,04/05/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,April,04/29/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/29/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/27/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/22/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/29/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/24/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/14/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/23/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/25/2023,04/25/2023,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/19/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/04/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/07/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/02/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,05/01/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/04/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2023,April,04/26/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,05/01/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,April,04/25/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/22/2019,06/06/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/01/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/10/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/05/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/07/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/09/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/30/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/20/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/18/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,May,05/02/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,May,05/12/2020,05/12/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,May,05/24/2020,05/24/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2020,May,05/12/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2020,May,05/26/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/15/2021,09/28/2022,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/22/2021,05/25/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/22/2021,05/26/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/23/2021,05/27/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/31/2021,06/03/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/08/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/31/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/18/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/27/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/22/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/24/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/23/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/12/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/26/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/22/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,May,05/25/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/05/2022,05/17/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/22/2022,05/26/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-MUSLIM,Religion/Religious Practice
2022,May,05/25/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/20/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/09/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/25/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/13/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/02/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/18/2022,,QUEENS,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2022,May,05/17/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/23/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/09/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/06/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/25/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,May,05/16/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/07/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/26/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/14/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/23/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/02/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/06/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,May,05/08/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/07/2019,06/07/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2019,June,06/11/2019,11/06/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/02/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/22/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2019,June,06/13/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/08/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/26/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/20/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/14/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,June,06/19/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,June,06/27/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2020,June,06/18/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,June,06/23/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,June,06/04/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2021,June,06/15/2021,06/14/2021,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/27/2021,07/06/2022,BRONX,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/04/2021,06/24/2021,BRONX,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2021,June,06/02/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/03/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/22/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,June,10/12/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,June,06/01/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,07/29/2022,07/29/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2022,June,06/30/2022,06/29/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/15/2022,07/20/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/13/2022,06/13/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,June,06/13/2022,06/22/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/10/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/24/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/23/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/14/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/13/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/20/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/17/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/24/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/14/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,June,06/28/2022,,QUEENS,FELONY,PENAL LAW,ANTI-BLACK,Race/Color
2023,June,06/23/2023,,QUEENS,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2023,June,06/01/2023,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/26/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/07/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/13/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/14/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2023,June,06/13/2023,,STATEN ISLAND,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,July,07/24/2019,07/24/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,July,07/26/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2019,July,07/31/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,July,07/19/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-PHYSICAL DISABILITY,Disability
2020,July,07/31/2020,08/06/2020,BROOKLYN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2020,July,07/07/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-RELIGIOUS PRACTICE GENERALLY,Religion/Religious Practice
2020,July,07/04/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2020,July,07/14/2020,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,July,08/01/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,July,07/15/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2021,July,07/25/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2021,July,07/14/2021,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/29/2022,07/29/2022,MANHATTEN,FELONY,PENAL LAW,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation
2022,July,07/18/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-ASIAN,Race/Color
2022,July,07/05/2022,,MANHATTEN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/13/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/26/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/22/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/19/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/19/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/17/2022,,QUEENS,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/29/2019,11/21/2019,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/20/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/06/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/28/2019,,BROOKLYN,FELONY,PENAL LAW,ANTI-JEWISH,Religion/Religious Practice
