complaint_year,month_number,date_reported,arrest_date,borough,county,offense_category,offense_description,police_description,bias_motive,offense_category,
2022,6,06/01/2022,06/03/2022,MANHATTEN,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,8,08/20/2022,08/20/2022,MANHATTEN,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,10,10/11/2022,10/11/2022,MANHATTEN,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,11,11/20/2022,01/06/2023,MANHATTEN,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,1,01/19/2022,01/19/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,1,01/19/2022,01/19/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,1,01/14/2022,01/21/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,1,01/25/2022,01/25/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,1,01/31/2022,01/31/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,MAN SOUTH
2022,1,01/22/2022,02/01/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/07/2022,02/07/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/04/2022,02/08/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/05/2022,02/10/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/12/2022,02/17/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/18/2022,02/18/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,2,02/25/2022,02/25/2022,MANHATTEN,KINGS,FELONY,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/05/2022,03/03/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/06/2022,03/03/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/09/2022,03/03/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,3,03/15/2022,03/15/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,4,04/02/2022,04/02/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/05/2022,04/07/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/06/2022,04/07/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/09/2022,04/07/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,4,04/03/2022,04/13/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,1,01/21/2022,04/14/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,MAN SOUTH
2022,3,03/15/2022,04/19/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,4,04/25/2022,04/25/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,4,04/26/2022,05/03/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,4,04/24/2022,05/05/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,4,04/02/2022,05/06/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,4,04/02/2022,05/12/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,5,05/14/2022,05/14/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,5,05/14/2022,05/14/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,5,05/05/2022,05/17/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,5,05/10/2022,05/20/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,5,05/07/2022,05/21/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,MAN SOUTH
2022,5,05/22/2022,05/26/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MUSLIM,Religion/Religious Practice,MAN SOUTH
2022,5,05/22/2022,05/26/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,MAN SOUTH
2022,5,05/06/2022,06/01/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/09/2022,06/09/2022,MANHATTEN,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/11/2022,06/11/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,5,05/10/2022,06/15/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/16/2022,06/16/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/06/2022,06/20/2022,MANHATTEN,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,5,05/27/2022,06/26/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/27/2022,06/27/2022,MANHATTEN,KINGS,FELONY,KIDNAPPING & RELATED OFFENSES,"IMPRISONMENT 1,UNLAWFUL",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,4,04/24/2022,07/04/2022,MANHATTEN,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/06/2022,07/06/2022,MANHATTEN,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,5,05/29/2022,07/09/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,7,07/17/2022,07/17/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,7,07/17/2022,07/17/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,7,07/22/2022,07/22/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,7,07/25/2022,07/25/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,5,07/29/2022,07/29/2022,MANHATTEN,KINGS,MISDEMEANOR,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,MAN SOUTH
2022,7,07/29/2022,07/29/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,MAN SOUTH
2022,9,07/29/2022,07/29/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,MAN SOUTH
2022,6,07/29/2022,07/29/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,MAN SOUTH
2022,3,07/29/2022,07/29/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,MAN SOUTH
2022,7,07/08/2022,07/29/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/24/2022,08/01/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/25/2022,08/01/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/06/2022,08/02/2022,MANHATTEN,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,8,08/07/2022,08/07/2022,MANHATTEN,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,8,08/08/2022,08/17/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,8,08/26/2022,08/26/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,8,08/27/2022,08/27/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,8,08/21/2022,08/29/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,7,07/08/2022,08/30/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,7,07/08/2022,08/30/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,8,08/30/2022,08/30/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,8,08/16/2022,09/01/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,3,03/16/2022,09/08/2022,MANHATTEN,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,9,09/16/2022,09/16/2022,MANHATTEN,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,MENACING 1ST DEGREE (VICT NOT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,9,09/17/2022,09/17/2022,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,9,09/23/2022,09/23/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,09/23/2022,09/23/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,09/29/2022,09/29/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,6,06/06/2022,10/04/2022,MANHATTEN,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,10,10/10/2022,10/10/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,7,07/26/2022,10/11/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,9,09/24/2022,10/18/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,10/01/2022,10/18/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,10/18/2022,10/18/2022,MANHATTEN,KINGS,MISDEMEANOR,SEX CRIMES,"CHILD, ENDANGERING WELFARE",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,10/01/2022,10/18/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,09/23/2022,10/18/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,09/23/2022,10/18/2022,MANHATTEN,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,9,09/30/2022,10/18/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,10,10/22/2022,10/22/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,10,10/26/2022,10/26/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,11,11/08/2022,11/08/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,11,11/09/2022,11/08/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,11,11/15/2022,11/15/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,11,11/16/2022,11/16/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-TRANSGENDER,Gender,MAN SOUTH
2022,10,10/24/2022,12/06/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,10,10/23/2022,12/06/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,12,12/17/2022,12/17/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,12,12/13/2022,12/29/2022,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,12,12/31/2022,12/31/2022,MANHATTEN,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,7,07/25/2022,01/05/2023,MANHATTEN,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-EASTERN ORTHODOX,Religion/Religious Practice,MAN SOUTH
2022,10,10/16/2022,03/14/2023,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,MAN SOUTH
2022,12,12/05/2022,03/14/2023,MANHATTEN,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,MAN SOUTH
2022,2,02/25/2022,06/27/2023,MANHATTEN,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,MAN SOUTH
2022,1,01/18/2022,01/18/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-BLACK,Race/Color,MAN SOUTH
2022,2,02/07/2022,02/07/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/07/2022,02/07/2022,MANHATTEN,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,MAN SOUTH
2022,2,02/17/2022,02/17/2022,MANHATTEN,NEW YORK,FELONY,GRAND LARCENY,"LARCENY,GRAND BY THEFT OF CREDIT CARD",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,2,02/19/2022,02/19/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/24/2022,02/24/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,MAN SOUTH
2022,2,02/24/2022,03/02/2022,MANHATTEN,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,MAN SOUTH
2022,2,02/27/2022,03/02/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/28/2022,03/02/2022,MANHATTEN,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/28/2022,03/02/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/04/2022,03/04/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,1,01/26/2022,03/04/2022,MANHATTEN,NEW YORK,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,MAN SOUTH
2022,3,03/04/2022,03/04/2022,MANHATTEN,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,11,03/04/2022,03/04/2022,MANHATTEN,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/06/2022,03/06/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/09/2022,03/09/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/09/2022,03/09/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/20/2022,03/15/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,3,03/15/2022,03/15/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,3,03/16/2022,03/16/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MAN SOUTH
2022,3,03/12/2022,03/16/2022,MANHATTEN,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/17/2022,03/17/2022,MANHATTEN,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/18/2022,03/18/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,3,03/09/2022,03/22/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
2022,2,02/09/2022,03/31/2022,MANHATTEN,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,MAN SOUTH
